IN,OUT,Initial soc,cap
48,55,31.14,60
30,77,8.85,60
39,64,22.31,60
42,92,42.77,60
25,74,43.43,60
29,32,49.26,60
27,73,49.11,60
29,70,20.2,60
26,64,51.62,60
41,65,55.5,60
36,64,38.21,60
31,71,31.01,60
31,77,24.89,60
33,74,49.45,60
29,73,22.76,60
28,62,25.86,60
22,61,50.13,60
31,78,31.49,60
33,49,23.54,60
54,68,47.09,60
33,51,7.5,60
18,69,33.04,60
24,67,48.21,60
33,55,33.6,60
28,84,35.67,60
39,49,23.78,60
24,69,39.92,60
43,52,58.54,60
30,70,12.79,60
34,74,39.5,60
70,79,21.12,60
31,66,13.95,60
41,54,53.24,60
42,46,41.09,60
51,55,40.43,60
41,83,18.79,60
22,68,26.13,60
16,71,58.8,60
44,71,50.52,60
32,73,32.23,60
45,71,36.3,60
32,71,54.67,60
35,90,37.07,60
27,93,29.58,60
22,74,28.71,60
41,74,18.98,60
46,58,30.83,60
27,65,56.32,60
32,64,35.91,60
16,73,52.51,60
27,69,55.93,60
22,54,12.08,60
34,83,23.99,60
31,71,46.82,60
34,60,48.45,60
41,61,6.77,60
29,69,11.43,60
72,85,35.42,60
48,84,44.68,60
20,37,44.17,60
41,66,43.01,60
56,67,16.59,60
69,75,48.84,60
54,60,45.54,60
43,48,42.82,60
25,62,13.47,60
34,62,33.58,60
33,76,55.43,60
28,77,38.52,60
46,66,4.67,60
32,85,1.81,60
46,62,45.23,60
43,48,46.82,60
28,71,21.62,60
38,95,12.37,60
52,66,17.29,60
29,69,24.5,60
32,74,54.33,60
26,67,10.78,60
28,58,25.32,60
53,88,28.87,60
31,46,10.07,60
40,71,55.96,60
42,47,47.06,60
26,71,33.99,60
48,80,49.65,60
28,63,12.42,60
40,57,44.99,60
41,79,39.19,60
44,62,37.1,60
33,72,1.42,60
32,72,41.15,60
40,51,32.91,60
52,75,21.09,60
36,73,19.1,60
28,60,36.48,60
46,82,51.77,60
28,64,51.13,60
40,76,25.71,60
40,86,46.67,60
47,81,31.47,60
31,63,19.11,60
27,77,16.32,60
37,75,43.16,60
61,80,37.79,60
47,87,29.89,60
63,85,49.81,60
38,60,8.67,60
59,69,10.38,60
55,62,49.68,60
27,71,48.36,60
61,82,21.98,60
46,54,48.69,60
29,68,56.46,60
39,83,19.64,60
46,82,23.82,60
58,73,58.45,60
39,54,39.95,60
34,95,33.67,60
41,55,45.81,60
42,92,20.17,60
24,70,40.42,60
25,69,32.53,60
43,64,47.07,60
41,73,42.42,60
45,54,47.78,60
23,77,46.81,60
29,83,27.82,60
42,51,48.52,60
40,83,42.9,60
36,70,45.02,60
32,69,33.09,60
27,83,33.95,60
35,56,46.36,60
56,82,26.61,60
28,71,35.09,60
33,83,36.51,60
58,92,45.66,60
27,70,53.14,60
34,88,25.23,60
40,46,45.78,60
52,55,56.17,60
47,79,58.52,60
35,77,41.35,60
26,74,54.57,60
27,51,48.39,60
52,54,51.02,60
36,82,46.8,60
40,72,41.38,60
22,70,15.95,60
44,60,47.8,60
26,82,46.28,60
24,69,43.47,60
29,74,28.9,60
29,70,8.11,60
26,62,43.13,60
44,54,54.89,60
31,63,42.43,60
50,67,52.13,60
67,83,35.78,60
42,53,43.45,60
44,63,37.09,60
37,78,25.03,60
37,74,45.88,60
50,95,50.18,60
46,72,47.7,60
32,72,58.37,60
30,61,25.31,60
38,49,32.44,60
31,82,47.29,60
55,59,49.79,60
31,70,49.38,60
36,80,45.62,60
28,73,6.62,60
31,52,44.86,60
23,60,58.31,60
41,81,49.63,60
32,71,18.64,60
52,91,53.64,60
37,66,16.66,60
31,68,42.27,60
35,57,42.06,60
26,68,10.36,60
40,58,14.98,60
26,74,3.75,60
33,81,43.32,60
36,54,18.19,60
32,39,31.36,60
28,75,17.02,60
23,84,30.43,60
31,70,57.07,60
29,69,29.09,60
68,79,33.28,60
34,74,40.95,60
34,72,21.81,60
29,74,15.25,60
29,63,13.07,60
34,70,5.98,60
30,71,18.51,60
39,41,51.54,60
20,62,29.79,60
36,83,49.16,60
53,82,55.15,60
29,65,27.09,60
30,65,29.07,60
62,79,17.15,60
27,74,49.35,60
32,63,23.28,60
30,69,21.54,60
30,92,22.49,60
44,56,46.31,60
28,73,53.77,60
58,66,54.58,60
43,89,45.77,60
48,82,50.24,60
28,65,30.55,60
32,70,29.04,60
43,56,18.69,60
26,65,18.82,60
31,66,35.19,60
26,78,43.77,60
31,71,33.31,60
30,88,22.76,60
40,72,34.77,60
72,79,53.58,60
34,69,57.81,60
30,70,8.63,60
28,78,22.86,60
50,93,8.08,60
29,70,57.36,60
36,69,19.38,60
20,74,34.06,60
44,66,26.58,60
44,71,30.43,60
28,49,40.97,60
35,64,33.53,60
26,90,28.8,60
60,91,49.71,60
30,62,26.96,60
37,78,25.4,60
34,73,27.64,60
66,79,49.35,60
32,63,35.24,60
29,71,45.98,60
40,49,40.19,60
28,83,13.43,60
24,69,4.97,60
50,56,33.3,60
40,52,38.79,60
48,71,13.69,60
21,76,28.57,60
70,80,32.87,60
44,76,24.65,60
44,73,12.1,60
32,62,56.58,60
37,84,20.38,60
29,63,53.22,60
52,59,56.08,60
50,81,27.47,60
29,66,47.85,60
49,89,12.27,60
41,51,18.44,60
65,76,28.88,60
68,79,47.89,60
68,85,28.89,60
36,80,38.08,60
28,64,19.62,60
41,54,50.84,60
34,94,33.41,60
44,90,44.03,60
31,70,10.92,60
27,70,8.46,60
25,69,12.71,60
27,68,50.69,60
37,43,51.63,60
23,73,33.96,60
47,58,55.35,60
38,72,22.29,60
57,63,47.65,60
77,82,50.43,60
28,86,33.15,60
22,86,24.86,60
34,68,9.49,60
28,71,45.31,60
31,60,52.09,60
29,78,46.76,60
29,74,35.1,60
34,69,46.08,60
38,67,39.68,60
34,48,36.18,60
31,60,35.89,60
34,63,55.98,60
40,49,19.8,60
45,86,20.87,60
31,75,22.4,60
79,89,35.03,60
17,66,25.74,60
34,63,54.66,60
41,46,54.5,60
30,70,17.68,60
39,77,31.91,60
37,61,34.43,60
32,58,24.46,60
41,51,16.55,60
28,65,56.02,60
58,79,6.12,60
20,72,40.3,60
52,65,16.91,60
42,50,28.71,60
40,50,51.2,60
46,65,49.94,60
35,87,38.82,60
42,88,57.21,60
50,93,5.37,60
44,82,50.3,60
34,55,53.25,60
32,92,44.83,60
52,57,52.45,60
40,82,4.75,60
40,91,19.62,60
31,74,16.8,60
46,67,13,60
39,54,30.03,60
30,65,52.29,60
65,73,54.75,60
37,78,51.47,60
35,56,36.47,60
58,81,21.81,60
26,73,22.38,60
35,54,39.98,60
52,87,24.92,60
38,73,14.03,60
32,62,46.59,60
41,78,11.27,60
21,85,56.4,60
45,53,20.5,60
35,74,42.1,60
22,66,7,60
35,90,53.92,60
62,87,51.45,60
38,78,31.44,60
20,74,42.85,60
32,51,34.38,60
38,76,44.81,60
27,73,38.65,60
26,62,10.85,60
30,73,36.11,60
18,64,38.77,60
47,67,25.64,60
42,71,32.64,60
70,76,47.16,60
30,48,10.02,60
29,93,15.81,60
32,61,35.27,60
34,88,51.8,60
58,91,33.31,60
29,67,41.57,60
25,71,19.13,60
46,91,50.75,60
32,62,29.49,60
40,55,20.02,60
50,93,20.52,60
34,72,16.04,60
32,90,21.33,60
56,60,46.94,60
56,76,55.01,60
34,73,27.34,60
34,93,51.95,60
54,68,29.82,60
26,65,27.3,60
32,54,11.51,60
35,76,54.21,60
36,69,58.13,60
24,76,27.2,60
36,64,20.77,60
39,55,34.31,60
24,68,16.63,60
33,67,53.31,60
32,89,34.28,60
32,54,37.27,60
34,45,23.6,60
26,67,28.66,60
33,74,17.19,60
31,69,41.11,60
31,77,30.03,60
35,74,36.64,60
38,63,36.94,60
26,62,21.3,60
31,70,56.59,60
27,67,37.71,60
33,84,22.72,60
32,46,46.95,60
37,54,30.78,60
66,69,46.32,60
36,43,46.27,60
48,83,33.61,60
60,82,41.26,60
52,58,41.47,60
27,68,53.63,60
24,72,15.64,60
30,58,47.58,60
33,83,14.42,60
38,76,25.49,60
59,66,36.25,60
31,50,13.56,60
30,87,36.44,60
40,50,26.07,60
25,59,41.94,60
30,74,10.18,60
40,70,17.29,60
33,66,36.61,60
36,69,22.65,60
24,65,20.77,60
33,47,27.65,60
37,85,30.79,60
26,47,42.8,60
33,64,19.78,60
30,73,43.64,60
24,58,12.87,60
46,61,28.33,60
31,76,47.07,60
34,90,16.84,60
39,40,57.39,60
35,76,42.71,60
38,72,10.17,60
30,61,31.1,60
38,47,20.52,60
23,76,39.08,60
29,67,34.98,60
63,78,42.84,60
38,52,38.09,60
38,59,19.19,60
48,54,49.62,60
32,75,32,60
26,75,4.85,60
28,63,26.11,60
26,71,41.87,60
45,70,42.4,60
31,71,44.59,60
35,50,3.51,60
37,72,34.84,60
46,52,52.92,60
44,54,34.01,60
40,92,53.03,60
23,60,42.44,60
68,87,13.65,60
36,71,48.4,60
30,69,36.36,60
62,71,16.79,60
46,65,37.07,60
28,66,16.62,60
58,74,56.03,60
21,60,34.88,60
20,69,25.47,60
36,58,28.22,60
32,62,26.36,60
36,61,51.74,60
52,71,30.85,60
32,52,26.27,60
33,63,11.94,60
65,80,23.58,60
44,67,22.05,60
30,68,16.34,60
31,69,35.15,60
28,54,24.01,60
29,75,23.59,60
40,49,23.16,60
29,67,18,60
63,81,3.92,60
56,66,34.41,60
29,47,45.8,60
22,50,12.52,60
50,63,13.42,60
38,63,16.32,60
31,77,17.71,60
25,83,22.54,60
38,87,29.82,60
34,77,23.41,60
34,71,43.76,60
26,70,9,60
34,52,15.21,60
17,39,27.79,60
36,73,16.51,60
30,66,14.54,60
32,67,28.5,60
30,76,15.24,60
34,71,18.52,60
30,75,45.87,60
29,55,40.04,60
45,78,35.97,60
58,92,54.68,60
30,78,42.87,60
35,79,34.14,60
26,77,55.2,60
33,82,23.95,60
24,67,45.11,60
22,78,33.9,60
30,71,26.74,60
46,67,18.93,60
31,76,19.38,60
24,54,52.03,60
17,66,37.85,60
54,72,14.71,60
36,74,36.08,60
44,75,36.33,60
38,93,17.25,60
33,50,42.05,60
38,81,26.91,60
38,54,58.28,60
37,69,42.66,60
28,71,32.96,60
36,70,32.17,60
42,62,26.65,60
28,89,13.52,60
40,54,33.17,60
22,89,53.66,60
32,53,28.61,60
42,58,26.41,60
29,66,30.57,60
23,61,42.64,60
19,69,20.5,60
48,60,43.31,60
44,81,59.32,60
32,69,9.91,60
33,44,44.25,60
36,45,22.59,60
41,62,13.32,60
49,62,16.23,60
27,71,39.19,60
34,83,27.74,60
30,75,49.32,60
61,81,30.69,60
39,60,34.55,60
26,85,14.76,60
16,71,46.32,60
36,69,12.14,60
31,63,41.9,60
35,58,54.06,60
28,74,14.41,60
48,61,31.26,60
44,50,48.54,60
44,72,44.7,60
37,49,24.69,60
56,92,14.75,60
29,68,10.71,60
21,58,43.27,60
34,47,29.89,60
34,92,20.51,60
36,76,37.78,60
32,63,37.56,60
42,57,39.37,60
30,75,15.73,60
47,68,48.16,60
34,70,42.6,60
37,72,48.03,60
47,53,38.86,60
44,50,54.12,60
36,73,42.7,60
39,84,42.57,60
45,64,35.84,60
20,80,24.61,60
70,80,17.16,60
38,76,33.97,60
22,66,30.07,60
20,62,49.09,60
46,89,46.34,60
34,62,32.79,60
63,71,43.9,60
52,94,31.98,60
36,60,19.88,60
38,56,22.09,60
52,72,27.96,60
26,78,29.02,60
40,87,13.46,60
26,65,33.25,60
24,64,12.57,60
33,77,39.01,60
40,67,13.61,60
30,74,41.81,60
28,71,40.99,60
44,50,42.65,60
35,92,21.97,60
33,81,20.51,60
25,62,23.91,60
27,74,7.21,60
80,87,38.24,60
33,72,28.97,60
26,64,40.62,60
40,44,58.99,60
28,72,14.01,60
29,74,9.22,60
30,67,38.8,60
32,79,23.59,60
22,81,30.19,60
41,51,13.02,60
44,76,31.52,60
42,63,44.42,60
18,61,14.18,60
25,74,40.81,60
28,64,22.91,60
30,93,49.47,60
40,77,17.91,60
32,65,37.16,60
46,83,52.96,60
31,84,27.79,60
38,62,48.87,60
50,93,55.61,60
40,53,46.23,60
34,65,18.27,60
25,68,35.94,60
34,68,26.12,60
27,73,1.13,60
25,74,39.08,60
28,87,15.39,60
22,77,56.71,60
34,62,21.28,60
50,68,13.72,60
35,49,43.68,60
32,77,19.87,60
30,74,14.39,60
30,68,45.29,60
47,85,54.19,60
25,68,45.64,60
51,57,37.2,60
31,71,39.21,60
56,68,55.97,60
40,74,21.81,60
32,37,46.12,60
40,62,22.11,60
30,66,24.39,60
30,52,56.25,60
28,66,20.79,60
45,82,6.03,60
36,51,53.89,60
46,59,12.4,60
36,40,53.91,60
32,73,49.99,60
28,68,15.94,60
37,70,44.52,60
24,71,45.8,60
30,70,54.57,60
29,68,54.39,60
27,63,12.86,60
26,71,45.12,60
32,65,14.93,60
31,62,12.93,60
38,73,44.74,60
28,66,32.56,60
25,83,7.72,60
74,78,54.52,60
38,59,45.67,60
36,71,58.66,60
58,82,31.26,60
25,79,12.99,60
28,61,43.41,60
46,56,10.63,60
32,51,51.53,60
64,74,44.88,60
28,69,45.91,60
28,80,53.48,60
56,73,40.47,60
44,84,42.18,60
53,61,25.17,60
35,59,52.73,60
32,67,35.82,60
22,77,38.55,60
33,49,35.47,60
32,48,33.08,60
17,52,52.95,60
44,72,27.45,60
23,67,52.71,60
44,92,27.04,60
32,82,12.83,60
19,70,16.22,60
30,78,53.26,60
26,40,57.15,60
28,71,6.21,60
25,71,12.01,60
23,72,29.15,60
26,67,16.77,60
37,53,44.75,60
34,63,24.43,60
31,36,51.96,60
27,70,31.49,60
35,41,54.9,60
42,95,8.99,60
35,65,28.91,60
36,63,33.01,60
27,71,20.37,60
30,56,25.9,60
49,91,11.93,60
26,51,25.43,60
57,79,40.38,60
44,82,47.96,60
44,50,40.55,60
26,74,40.5,60
33,63,37.45,60
42,60,23.5,60
32,50,53.57,60
26,76,42.32,60
31,70,22.01,60
42,49,53.63,60
20,60,19.45,60
26,72,10.45,60
72,89,53.01,60
29,69,22.92,60
30,69,25.54,60
22,64,37.53,60
35,73,51.2,60
34,70,30.76,60
28,61,16.85,60
32,69,14.04,60
50,63,21.11,60
35,80,42.93,60
31,71,42.15,60
32,88,22.02,60
67,79,53.58,60
31,70,30.4,60
33,55,42.38,60
31,64,21.09,60
24,66,23.96,60
34,82,15.82,60
28,77,43.82,60
35,50,48.91,60
36,47,28.35,60
42,74,49.33,60
40,46,53.39,60
27,73,8.8,60
34,50,47.6,60
34,75,46.47,60
34,61,51.89,60
62,76,38.96,60
34,48,40,60
54,65,50.27,60
45,54,17.7,60
28,61,51.83,60
30,71,16.25,60
25,88,44.52,60
38,94,33.99,60
23,66,27.14,60
32,35,48.07,60
32,48,30.23,60
40,84,31.43,60
35,78,46.9,60
37,78,13.99,60
46,72,55.51,60
33,53,13.76,60
30,67,17.83,60
25,70,45.27,60
36,77,47.09,60
34,78,44.17,60
42,52,20.83,60
30,70,27.42,60
33,45,41.91,60
52,75,19.4,60
31,40,18.71,60
44,60,20.06,60
36,48,33.63,60
58,88,46.88,60
34,77,40.48,60
34,89,10.52,60
19,71,12.69,60
20,71,32.94,60
27,70,56.4,60
33,87,35.74,60
36,77,19.6,60
44,59,33.15,60
34,39,43.66,60
31,70,18.99,60
42,60,28.37,60
33,74,53.64,60
29,85,29.74,60
28,69,42.72,60
18,74,41.12,60
26,95,40.75,60
28,78,18.58,60
33,73,28.14,60
28,71,40.88,60
46,56,35.93,60
30,70,27.24,60
33,36,45.42,60
26,62,20.79,60
31,69,15.51,60
35,73,22.4,60
67,90,40.25,60
42,64,21.77,60
29,93,46.41,60
21,52,40.93,60
46,73,39.88,60
31,49,51.17,60
40,56,33.05,60
44,78,23.8,60
36,42,53.47,60
30,64,40.88,60
30,87,55.82,60
46,52,52.27,60
21,61,16.75,60
29,78,18.04,60
39,77,26.11,60
34,53,18.33,60
30,72,24.65,60
32,49,24.83,60
28,72,45.18,60
27,65,37.79,60
33,67,14.57,60
37,86,26.63,60
35,73,19.46,60
22,58,19.4,60
26,33,40.46,60
70,72,50.05,60
33,39,38.1,60
31,92,41.28,60
44,60,12.7,60
40,66,24.78,60
36,83,23.7,60
44,56,29.06,60
47,58,24.23,60
30,78,11.32,60
31,75,34.27,60
31,68,21.29,60
36,83,49.42,60
45,54,48.66,60
58,66,56.2,60
28,71,40.06,60
42,88,12.31,60
34,43,33.04,60
36,95,42.46,60
31,74,46.16,60
28,70,38.2,60
31,69,50.62,60
44,60,58.27,60
34,84,43.52,60
29,71,22.97,60
38,49,20.73,60
34,75,19.4,60
37,53,13.46,60
44,65,22.93,60
34,58,37.82,60
39,71,26.05,60
31,80,31.29,60
48,88,38.7,60
31,80,33.38,60
31,78,46.67,60
40,57,50.87,60
30,72,41.19,60
48,53,52.34,60
66,80,20.73,60
31,76,33.36,60
30,50,43.79,60
51,55,48.75,60
27,78,50.08,60
52,56,46.88,60
25,68,21.16,60
72,82,19.4,60
19,84,49.59,60
32,62,50.85,60
34,77,31.9,60
38,91,29.66,60
33,55,56.68,60
61,79,33.46,60
47,76,28.54,60
33,80,23.95,60
32,70,52.22,60
39,69,39.53,60
30,66,56.24,60
39,60,41.77,60
31,88,41.52,60
22,72,28.6,60
69,72,53.23,60
32,86,32.37,60
31,74,4.45,60
62,70,47.37,60
30,78,15.19,60
29,79,9.64,60
27,82,28.28,60
73,77,57.5,60
33,60,46.17,60
49,68,33.9,60
70,71,56.3,60
27,84,24.04,60
41,87,19.75,60
29,83,32.56,60
31,83,23.18,60
21,50,57.93,60
32,76,52.32,60
25,78,53.01,60
29,63,49.85,60
40,83,41.23,60
28,72,24.38,60
48,78,46.45,60
46,65,55.7,60
28,65,11.05,60
42,94,41.52,60
56,94,44.95,60
36,42,43.11,60
53,74,24.99,60
30,62,25.09,60
52,75,27.24,60
44,51,25.71,60
42,63,54.48,60
67,77,53.75,60
42,76,56.91,60
39,84,45.95,60
29,94,35.93,60
32,62,17.39,60
40,72,58.21,60
23,66,18.06,60
47,55,47.07,60
38,81,55.08,60
35,74,34.45,60
37,57,45.5,60
31,67,12.73,60
49,62,9.87,60
50,79,47.13,60
38,76,30.84,60
41,59,45.77,60
43,61,13.88,60
30,86,18.14,60
37,61,18.04,60
32,70,32.67,60
36,64,22.04,60
54,78,30.58,60
32,43,52.35,60
70,84,28.74,60
46,65,33.27,60
48,74,24.95,60
30,78,20.8,60
24,63,58.95,60
33,49,57.22,60
50,70,48.96,60
21,60,38.09,60
66,76,18.12,60
32,79,52.69,60
34,65,58.02,60
68,77,36.95,60
26,71,12.33,60
32,70,15.52,60
40,72,30.74,60
30,76,15.02,60
39,77,22.23,60
31,65,29.74,60
40,46,51.61,60
28,69,27.45,60
20,52,34.82,60
29,47,39.23,60
54,68,30.86,60
43,63,17.21,60
66,86,47.71,60
54,65,28.79,60
30,69,24,60
38,73,50.7,60
30,71,49.69,60
41,51,47.64,60
66,76,35.59,60
35,82,47.87,60
26,69,21.25,60
41,71,23.35,60
34,54,47.67,60
52,62,46.52,60
38,70,12.99,60
32,63,21.26,60
38,45,52.47,60
33,78,51.44,60
27,72,47.21,60
18,66,31.02,60
38,89,33.04,60
41,70,14.74,60
30,63,48.48,60
27,78,11.54,60
29,58,35.49,60
31,75,26,60
37,73,43.27,60
22,74,48.8,60
31,66,8.16,60
36,48,48.1,60
27,67,12.26,60
42,68,56.51,60
23,61,51.06,60
22,68,50.27,60
18,69,46.37,60
47,69,31.4,60
32,45,15.01,60
50,62,5.98,60
23,49,51.85,60
34,50,36.38,60
54,86,48.91,60
33,37,41.25,60
42,86,52.74,60
37,76,5.64,60
32,84,10.66,60
48,92,22.55,60
53,79,50.12,60
28,55,32.28,60
32,78,27.41,60
40,73,23.87,60
31,69,10.34,60
34,60,26.72,60
23,64,8.05,60
31,52,7.3,60
31,60,33.61,60
67,81,32.6,60
46,85,30.08,60
28,70,16.24,60
42,72,46.36,60
36,92,56.86,60
35,75,48.43,60
37,55,9.51,60
18,47,47.27,60
45,58,38.51,60
36,76,23.32,60
33,78,44.64,60
47,81,35.23,60
28,77,41.72,60
57,64,30.91,60
38,81,23.9,60
49,56,36.8,60
44,67,43.55,60
33,63,39.67,60
24,80,52.71,60
72,89,37.83,60
30,81,34.89,60
26,71,53.83,60
40,94,26.91,60
48,93,26.4,60
32,76,2.55,60
47,88,23.38,60
33,80,20.1,60
26,69,39.32,60
29,50,49.55,60
70,81,53.39,60
54,71,17.24,60
30,81,14.59,60
30,82,51.9,60
33,73,38.86,60
24,47,57.77,60
51,54,49.76,60
22,33,37.29,60
32,78,32.51,60
35,44,29.75,60
49,55,36.51,60
37,76,34,60
35,72,15.63,60
32,67,16.11,60
34,81,35.6,60
33,77,42.1,60
30,74,21.22,60
23,79,34.1,60
23,60,48.14,60
28,92,16.18,60
38,95,31.86,60
33,94,30.95,60
44,88,14.45,60
37,69,41.58,60
32,51,18.47,60
44,58,27.47,60
36,62,17.47,60
32,75,16.15,60
37,76,12.29,60
50,74,22.93,60
34,63,27.06,60
26,72,33.91,60
32,46,21.84,60
38,74,35.19,60
45,76,17.93,60
47,90,16.04,60
37,61,50.58,60
27,63,47.74,60
31,76,24.05,60
39,67,53.36,60
48,56,22.55,60
29,87,3.45,60
28,79,56.37,60
42,89,48.16,60
46,67,31.88,60
27,72,26.93,60
40,43,45.17,60
29,57,14.43,60
31,74,12.77,60
38,43,41.01,60
30,44,53.32,60
22,61,22.46,60
36,38,54.63,60
57,64,25.95,60
27,66,31.64,60
52,58,56.63,60
66,74,51.55,60
31,61,13.98,60
50,57,31.77,60
70,94,49.71,60
30,77,53.59,60
38,95,31,60
60,82,47.7,60
37,74,26.11,60
38,78,18.57,60
33,69,38.99,60
55,95,18.16,60
26,71,41.33,60
35,67,15.78,60
64,69,35.2,60
22,63,21.08,60
40,86,41.35,60
42,80,13.48,60
24,67,35.58,60
34,62,49.03,60
27,67,29.33,60
31,52,37.87,60
25,53,21.3,60
41,49,48.72,60
39,64,18.13,60
52,75,21.8,60
34,76,50.68,60
44,53,22.39,60
30,92,29.57,60
25,84,45.43,60
42,53,38.47,60
28,58,53.33,60
41,60,36.09,60
38,79,35.81,60
22,71,29.44,60
30,56,31.18,60
45,81,52.97,60
30,57,16.85,60
54,72,34.25,60
31,70,11.14,60
48,57,41.35,60
44,88,44.01,60
34,62,46.19,60
34,42,23.69,60
34,60,48.75,60
35,53,46.07,60
64,75,28.6,60
39,48,51.76,60
28,66,53.97,60
28,84,49.61,60
34,73,52.07,60
28,66,56.41,60
54,74,56.47,60
40,46,31.42,60
40,94,35.72,60
24,75,42.87,60
38,86,48.63,60
32,63,33.13,60
33,48,28.98,60
32,69,48.74,60
40,53,54.28,60
55,57,56.71,60
40,63,41.72,60
39,61,30.1,60
37,52,7.72,60
36,49,19.08,60
56,63,54.57,60
29,82,20.47,60
28,67,34.79,60
44,58,26.74,60
32,79,44.19,60
24,72,10.48,60
27,72,13.03,60
27,76,37.79,60
35,75,13.99,60
31,67,40.2,60
43,74,41.54,60
29,62,39.49,60
22,66,18.95,60
28,79,7.62,60
39,52,50.67,60
29,81,48.02,60
31,73,31.55,60
48,60,25.77,60
60,93,23.75,60
42,66,24.86,60
47,55,55.14,60
43,69,34.2,60
18,74,13.75,60
29,95,53.05,60
79,82,45.73,60
49,57,45.63,60
28,84,38.11,60
34,46,8.3,60
58,87,53.29,60
74,80,38.96,60
37,71,37.56,60
68,76,50.51,60
41,76,6.86,60
32,62,50.74,60
18,60,51.34,60
47,50,57.7,60
26,63,22.1,60
30,68,22.53,60
53,75,24.52,60
44,74,14.46,60
28,76,44.65,60
38,54,45.8,60
34,72,15.78,60
30,82,35.95,60
30,76,22.13,60
33,75,39.36,60
55,61,56.92,60
36,68,56.73,60
31,78,52.87,60
46,67,16.52,60
52,60,27.77,60
26,76,32.85,60
57,79,40.05,60
40,48,35.2,60
50,84,9.07,60
36,57,33.08,60
35,69,35.03,60
70,78,30.93,60
40,84,17.4,60
32,56,25.64,60
30,74,55.73,60
36,87,11.38,60
42,86,38.43,60
44,78,19.08,60
44,69,11.55,60
32,43,19.24,60
32,67,52.61,60
36,41,46.27,60
29,83,36.56,60
20,69,51.54,60
66,76,21.39,60
33,52,30.62,60
38,93,15.78,60
37,62,59.03,60
37,56,10.8,60
31,74,10.38,60
32,92,43.64,60
40,64,19.15,60
33,41,20.32,60
37,58,45.08,60
29,71,46.53,60
26,75,50.62,60
38,83,38.1,60
30,69,10.82,60
44,55,17.85,60
23,63,27.23,60
44,61,53.09,60
30,78,14.21,60
36,88,20.92,60
34,67,13.12,60
34,73,21.81,60
25,59,16.99,60
49,91,16.84,60
27,66,19.38,60
31,73,56.11,60
52,81,58.99,60
56,70,54.78,60
37,65,15.94,60
36,59,40.1,60
46,78,45.82,60
57,84,57.05,60
48,88,37.86,60
42,80,2.41,60
37,74,26.13,60
56,62,37.27,60
64,81,26.82,60
32,76,38.61,60
40,83,14.53,60
48,55,25.71,60
44,78,23.99,60
30,81,52.02,60
31,84,16.07,60
31,38,48.82,60
18,86,49.25,60
32,43,59.07,60
36,46,47.46,60
38,60,46.05,60
20,67,45.89,60
32,68,40.6,60
30,72,38.03,60
68,73,41.11,60
38,84,23.11,60
28,73,31.28,60
36,51,45.65,60
44,73,55.53,60
32,79,43.41,60
32,55,54.85,60
27,76,13.92,60
40,61,16.04,60
60,80,24.22,60
32,69,21.51,60
41,66,39.73,60
31,91,27.34,60
36,48,12.38,60
32,95,22.01,60
30,78,30.58,60
42,91,41.63,60
35,63,22.25,60
30,54,47,60
30,78,50.96,60
52,64,22.14,60
40,67,42.53,60
30,86,26.63,60
40,84,40.24,60
35,66,23.01,60
46,74,7.17,60
39,45,34.65,60
30,73,42.38,60
32,61,38.28,60
40,75,15.87,60
31,67,18.97,60
26,88,31.76,60
73,87,46.98,60
42,64,24.2,60
32,63,24.67,60
48,71,52.63,60
58,91,18.37,60
38,72,12.73,60
38,51,19.26,60
22,76,41.67,60
24,76,2.8,60
40,95,53.5,60
38,55,24.02,60
34,80,47.48,60
34,50,50.99,60
26,57,27.74,60
56,64,58.92,60
38,50,33.8,60
29,65,2.36,60
30,73,30.75,60
32,73,42.88,60
30,69,26.47,60
46,57,38.15,60
26,73,33.38,60
29,76,17.24,60
31,73,56.98,60
20,56,57.81,60
36,76,30.93,60
41,60,43.97,60
69,88,55.58,60
37,68,50.66,60
56,84,38.09,60
33,81,31.62,60
37,47,14.28,60
37,74,51.36,60
34,58,31.46,60
18,74,18.26,60
40,59,12.15,60
28,70,45.8,60
26,67,16.57,60
36,55,56.23,60
40,70,49.78,60
55,64,35.45,60
30,95,41.23,60
47,53,36.06,60
36,71,43.89,60
43,71,22.21,60
30,71,29.8,60
34,49,16.44,60
36,86,54.36,60
28,67,31.84,60
22,63,12.41,60
28,55,14.66,60
34,64,2.89,60
32,85,52.72,60
36,55,47.96,60
26,81,43.25,60
38,78,57.92,60
63,89,36.45,60
56,84,47.54,60
45,74,19.51,60
32,69,6.84,60
34,78,34.2,60
36,64,17.68,60
31,52,11.45,60
37,73,19.53,60
33,60,14.35,60
33,82,24.02,60
25,65,20.23,60
28,70,16.14,60
28,70,37.84,60
36,55,48.19,60
35,78,42.56,60
44,64,18.76,60
22,64,19.6,60
77,88,57.75,60
27,68,24.97,60
54,69,37.22,60
46,74,28.99,60
34,72,33.36,60
31,59,30.03,60
42,75,42.58,60
33,78,34.74,60
41,61,25.19,60
41,73,27.82,60
34,59,4.03,60
38,78,55.66,60
57,82,54.1,60
33,67,58.48,60
40,55,30.06,60
40,95,22.96,60
31,68,19.88,60
28,64,34.4,60
46,73,52.65,60
52,85,28.24,60
28,69,37.18,60
37,61,21.92,60
62,82,44.56,60
22,85,42.38,60
40,70,53.92,60
